key,value
3  8  6  0  1  2  9  4  7, 0.         -0.00099505  0.          0.005     
3  8  6  1  0  2  9  4  7,0.       0.009995 0.       0.      
3  0  6  1  8  2  9  4  7,-0.00099505  0.          0.009995    0.        
0  3  6  1  8  2  9  4  7, 0.009995    0.          0.         -0.00099505
1  3  6  0  8  2  9  4  7, 0.         -0.00099505  0.         -0.001     
1  3  6  8  0  2  9  4  7,0.    0.    0.    0.005
1  3  6  8  2  0  9  4  7,-0.001     0.009995  0.        0.      
1  3  0  8  2  6  9  4  7,-0.00099505  0.          0.009995    0.        
1  3  6  8  2  7  9  4  0,0.         0.00500495 0.         0.        
1  0  3  8  2  6  9  4  7, 0.009995    0.          0.         -0.00099505
1  2  3  8  0  6  9  4  7, 0.005      -0.00099505  0.         -0.001     
1  2  3  8  6  0  9  4  7,-0.00199405 -0.001       0.005       0.        
1  2  3  8  6  7  9  4  0, 0.        0.009995 -0.001     0.      
1  2  3  8  6  7  9  0  4,0.    0.    0.    0.005
1  2  0  8  6  3  9  4  7,0.005 0.    0.    0.   
1  2  3  8  4  6  9  0  7,0. 0. 0. 0.
5  4  3  2  8  1  6  9  0, 0.    -0.001  0.005  0.   
5  4  3  2  8  0  6  9  1,0.005 0.    0.    0.   
5  4  3  2  8  1  6  0  9,0.    0.005 0.    0.   
5  4  3  2  0  1  6  8  9,0.       0.       0.       0.009995
5  4  3  2  1  0  6  8  9,-0.00199405 -0.001      -0.00099505  0.        
5  4  3  2  1  9  6  8  0, 0.        0.009995 -0.001     0.      
5  4  3  2  1  9  6  0  8,0.    0.    0.    0.005
5  4  0  2  1  3  6  8  9, 0.     0.    -0.001  0.   
5  0  4  2  1  3  6  8  9,0.009995 0.       0.       0.      
5  1  4  2  0  3  6  8  9,-0.001      -0.00099505  0.01002955  0.        
5  1  4  2  8  3  6  0  9,0.    0.005 0.    0.   
5  1  4  0  2  3  6  8  9, 0.05472582  0.          0.         -0.00099505
5  1  4  6  2  3  0  8  9, 0.         -0.0096845   0.         -0.00878671
5  1  4  6  2  3  8  0  9, 0.          0.          0.03986028 -0.001     
5  1  4  6  2  3  8  9  0, 0.    -0.001  0.     0.   
5  1  4  6  2  0  8  9  3, 0.     0.    -0.001  0.   
5  1  4  6  0  2  8  9  3,-0.001  0.     0.     0.   
5  1  4  6  9  2  8  0  3, 0.        0.        0.009995 -0.001   
5  1  4  6  9  2  0  8  3, 0.         -0.001       0.         -0.00099505
5  1  4  6  9  2  8  3  0, 0.         -0.001       0.00500495  0.        
5  1  4  6  9  0  8  3  2,0.005 0.    0.    0.   
5  1  4  0  9  2  6  8  3, 0.     0.     0.    -0.001
5  1  4  9  0  2  6  8  3,0.       0.       0.       0.009995
5  1  4  9  2  0  6  8  3, 0.005       0.         -0.00099505  0.        
5  1  4  9  2  3  6  8  0, 0.     0.    -0.001  0.   
5  1  4  9  2  3  6  0  8,0.    0.    0.005 0.   
5  1  4  9  2  3  0  6  8,0.    0.005 0.    0.   
5  1  4  0  2  3  9  6  8,0.    0.005 0.    0.   
0  1  4  5  2  3  9  6  8,0.       0.       0.       0.009995
1  0  4  5  2  3  9  6  8, 0.          0.         -0.00099505  0.005     
1  4  0  5  2  3  9  6  8,0.005 0.    0.    0.   
1  4  3  5  2  0  9  6  8, 0.     0.    -0.001  0.   
1  4  3  5  0  2  9  6  8,0.005 0.    0.    0.   
1  4  3  5  6  2  9  0  8,0.         0.         0.005      0.01997002
1  4  3  5  6  2  9  8  0, 0.         -0.00199405 -0.0039446   0.        
1  4  3  5  6  0  9  8  2,0.009995 0.       0.       0.      
1  4  3  5  6  2  0  9  8, 0.    -0.001  0.     0.   
1  4  3  0  6  2  5  9  8, 0.     0.     0.    -0.001
1  4  3  6  0  2  5  9  8,0.    0.005 0.    0.   
1  0  3  6  4  2  5  9  8, 0.     0.     0.    -0.001
1  3  0  6  4  2  5  9  8,0.005 0.    0.    0.   
1  3  2  6  4  0  5  9  8, 0.          0.         -0.00199405  0.        
1  3  2  6  0  4  5  9  8, 0.    -0.001  0.     0.005
1  0  2  6  3  4  5  9  8, 0.          0.         -0.001       0.03489517
1  2  0  6  3  4  5  9  8,-0.00591097  0.         -0.00588142  0.        
1  2  4  6  3  0  5  9  8,-0.001       0.02495005  0.005       0.        
1  2  4  6  3  8  5  9  0,0.    0.005 0.    0.   
0  1  2  6  3  4  5  9  8,0.         0.         0.         0.00501977
1  2  4  6  0  3  5  9  8,-0.001  0.     0.     0.   
1  2  4  6  9  3  5  0  8,0.    0.    0.005 0.   
1  2  4  6  9  3  0  5  8, 0.         -0.00199405  0.          0.        
1  2  4  0  9  3  6  5  8, 0.005 -0.001  0.    -0.001
0  2  4  1  9  3  6  5  8, 0.005  0.     0.    -0.001
2  0  4  1  9  3  6  5  8,0.    0.    0.005 0.   
1  2  4  9  0  3  6  5  8, 0.005 -0.001  0.    -0.001
1  2  4  9  3  0  6  5  8,0.    0.    0.005 0.   
1  0  4  9  2  3  6  5  8,0.005 0.    0.    0.   
1  2  4  9  5  3  6  0  8,0.         0.         0.         0.04482042
1  2  4  9  5  3  6  8  0, 0.         -0.00687543 -0.00779469  0.        
1  2  4  9  5  0  6  8  3, 0.0299251   0.009995   -0.00199405  0.        
1  2  4  9  0  5  6  8  3,0.        0.        0.        0.0100197
1  2  0  9  5  4  6  8  3,-0.0019447   0.         -0.00199405  0.        
1  0  2  9  5  4  6  8  3,-0.001     0.       -0.001     0.009995
1  5  2  9  0  4  6  8  3,0.    0.005 0.    0.   
0  1  2  9  5  4  6  8  3,0.    0.    0.    0.005
3  9  8  6  2  1  7  5  0, 0.         -0.00494061 -0.00298216  0.        
3  9  8  6  2  0  7  5  1,0.01997002 0.005      0.         0.        
3  9  8  6  2  1  7  0  5, 0.          0.         -0.001       0.01498501
3  9  8  6  2  1  0  7  5, 0.    -0.001  0.     0.005
3  9  8  0  2  1  6  7  5, 0.005      -0.001       0.         -0.00199405
3  9  8  2  0  1  6  7  5,0.       0.       0.009995 0.      
0  9  8  3  2  1  6  7  5,0.005 0.    0.    0.   
3  9  0  6  2  8  7  5  1,0.    0.    0.005 0.   
3  0  9  6  2  8  7  5  1,0.005    0.       0.009995 0.      
0  3  9  6  2  8  7  5  1,-0.00199405  0.          0.         -0.00198416
6  3  9  0  2  8  7  5  1,0.       0.009995 0.       0.      
3  2  9  6  0  8  7  5  1,0.    0.    0.    0.005
3  2  9  6  8  0  7  5  1,0.005      0.01997002 0.         0.        
3  2  0  6  8  9  7  5  1,-0.0039446   0.         -0.00199405  0.        
3  0  2  6  8  9  7  5  1,-0.001     0.        0.        0.009995
3  8  2  6  0  9  7  5  1, 0.     0.005  0.005 -0.001
3  8  2  6  9  0  7  5  1,0.    0.    0.005 0.   
3  8  2  0  6  9  7  5  1,-0.001      -0.001       0.         -0.00099505
0  8  2  3  6  9  7  5  1,0.005 0.    0.    0.   
3  8  2  7  6  9  0  5  1,0.    0.005 0.    0.   
3  2  9  6  8  1  7  5  0, 0.     0.    -0.001  0.   
3  2  9  6  8  1  7  0  5, 0.     0.005 -0.001  0.   
3  2  9  6  8  1  0  7  5, 0.         -0.00199405  0.          0.005     
3  2  9  0  8  1  6  7  5, 0.009995   -0.001       0.         -0.00199405
3  2  9  8  0  1  6  7  5, 0.         -0.00298216  0.00999995  0.        
3  0  9  8  2  1  6  7  5,0.01498501 0.         0.         0.        
0  2  9  3  8  1  6  7  5,0.005 0.    0.    0.   
3  2  9  6  0  1  7  8  5,0.       0.       0.       0.009995
3  2  9  6  1  0  7  8  5, 0.009995    0.06954682 -0.00099505  0.        
3  2  0  6  1  9  7  8  5,-0.0133941   0.         -0.00687543  0.        
3  0  2  6  1  9  7  8  5,0.         0.         0.         0.03489517
3  2  9  6  1  5  7  8  0, 0.         -0.00098516 -0.00973355  0.        
3  2  9  6  1  5  7  0  8, 0.         -0.00199405 -0.00199405  0.04482042
3  2  9  6  0  5  7  1  8,0.005      0.         0.005      0.02001448
3  2  9  6  5  0  7  1  8, 0.          0.0299251  -0.00296731  0.        
3  2  0  6  5  9  7  1  8,-0.00588142  0.         -0.00396434  0.        
3  0  2  6  5  9  7  1  8,0.         0.         0.         0.01997002
3  2  9  6  1  5  0  7  8, 0.       -0.001     0.        0.009995
3  2  9  0  1  5  6  7  8,0.005 0.    0.    0.   
3  2  9  0  6  5  7  1  8, 0.    -0.001  0.     0.   
0  2  9  3  6  5  7  1  8, 0.     0.     0.    -0.001
2  0  9  3  6  5  7  1  8,-0.001  0.     0.     0.   
2  6  9  3  0  5  7  1  8,0.    0.    0.005 0.   
2  6  9  0  3  5  7  1  8, 0.    -0.001  0.     0.   
0  6  9  2  3  5  7  1  8, 0.     0.     0.    -0.001
6  0  9  2  3  5  7  1  8, 0.005  0.     0.    -0.001
6  9  0  2  3  5  7  1  8,0.    0.    0.005 0.   
6  3  9  2  0  5  7  1  8,0.       0.       0.009995 0.      
6  3  9  0  2  5  7  1  8, 0.          0.005       0.         -0.00099505
0  3  9  6  2  5  7  1  8, 0.     0.     0.    -0.001
3  0  9  6  2  5  7  1  8, 0.00501485  0.          0.         -0.001     
3  9  0  6  2  5  7  1  8,0.    0.    0.005 0.   
5  6  4  1  9  8  2  3  0,0.    0.005 0.    0.   
5  6  4  1  9  0  2  3  8,0.         0.         0.00999995 0.        
5  6  4  1  0  9  2  3  8, 0.009995    0.          0.         -0.00099505
5  6  4  1  3  9  2  0  8, 0.         -0.00099505  0.          0.009995  
5  6  4  1  3  9  2  8  0, 0.          0.005      -0.00099505  0.        
5  6  4  1  3  0  2  8  9,0.       0.009995 0.       0.      
5  6  0  1  3  4  2  8  9,-0.00099505  0.          0.005       0.        
5  0  6  1  3  4  2  8  9,0.    0.    0.005 0.   
0  5  6  1  3  4  2  8  9,0.009995 0.       0.       0.      
1  5  6  0  3  4  2  8  9, 0.         -0.00099505  0.         -0.001     
1  5  6  3  0  4  2  8  9,0.    0.005 0.    0.005
1  0  6  3  5  4  2  8  9,-0.00099505  0.          0.          0.        
1  5  6  3  4  0  2  8  9,-0.001       0.12838793  0.          0.        
1  5  6  3  4  9  2  8  0, 0.     0.005 -0.001  0.   
1  5  6  3  4  9  2  0  8,0.    0.    0.    0.005
1  5  0  3  4  6  2  8  9,-0.02311906  0.         -0.02323987  0.        
1  0  5  3  4  6  2  8  9,-0.001       0.         -0.0039642   0.11863007
0  1  5  3  4  6  2  8  9,0.005      0.         0.         0.02015681
3  1  5  0  4  6  2  8  9, 0.01997002 -0.00098507  0.          0.        
3  1  5  2  4  6  0  8  9, 0.         -0.0039446   0.         -0.00494061
3  1  5  2  4  6  8  0  9, 0.         -0.001       0.02495005 -0.00298216
3  1  5  2  4  6  8  9  0,0.        0.        0.0149949 0.       
3  1  5  2  0  6  8  4  9, 0.005     0.        0.009995 -0.001   
3  1  5  2  6  0  8  4  9,-0.00199405  0.01498501  0.005       0.        
3  1  5  2  6  9  8  4  0,0.         0.01000984 0.         0.        
3  1  0  2  6  5  8  4  9,-0.00296734  0.         -0.00199405  0.        
3  0  1  2  6  5  8  4  9,0.       0.       0.       0.009995
3  1  5  0  2  6  8  4  9,-0.001      -0.001       0.         -0.00198416
3  1  5  8  2  6  0  4  9,0.    0.005 0.    0.   
0  1  5  3  2  6  8  4  9,0.005 0.    0.    0.   
1  4  5  3  0  6  2  8  9, 0.     0.     0.    -0.001
1  4  5  3  6  0  2  8  9,-0.001  0.     0.     0.   
1  4  5  3  6  9  2  8  0, 0.          0.         -0.00199405  0.        
1  4  5  3  6  9  2  0  8, 0.       -0.001     0.009995  0.005   
1  4  5  3  0  9  2  6  8,0.005 0.    0.    0.   
1  4  5  3  6  9  0  2  8, 0.         -0.00199405  0.         -0.00099505
1  4  5  0  6  9  3  2  8,0.005 0.    0.    0.   
6  9  5  3  2  7  8  1  0, 0.     0.    -0.001  0.   
6  9  5  3  2  7  8  0  1, 0.    -0.001  0.     0.   
6  9  5  3  0  7  8  2  1,0.       0.009995 0.       0.      
6  0  5  3  9  7  8  2  1,-0.00099505  0.          0.          0.01498501
6  5  0  3  9  7  8  2  1,-0.001       0.         -0.00198416  0.        
6  5  7  3  9  0  8  2  1,0.009995 0.       0.       0.      
6  5  7  3  9  1  8  2  0, 0.         -0.00099505 -0.001       0.        
6  5  7  3  9  1  8  0  2,0.         0.005      0.01498501 0.        
6  5  7  3  9  1  0  8  2, 0.         -0.001       0.         -0.00296734
6  5  7  0  9  1  3  8  2,0.005      0.01997002 0.         0.        
0  5  7  6  9  1  3  8  2,-0.0039446   0.          0.         -0.00199405
5  0  7  6  9  1  3  8  2,0.       0.       0.009995 0.      
6  5  7  3  0  1  8  9  2,0.    0.005 0.    0.   
6  0  7  3  5  1  8  9  2,0.       0.       0.009995 0.      
0  6  7  3  5  1  8  9  2, 0.009995    0.          0.         -0.00099505
3  6  7  0  5  1  8  9  2,-0.001      -0.00099505  0.         -0.00199405
3  6  7  5  0  1  8  9  2,0.    0.    0.005 0.005
3  6  7  8  5  1  0  9  2,0.    0.005 0.    0.   
3  6  7  5  1  0  8  9  2,0.005 0.    0.    0.   
3  6  7  5  1  2  8  9  0,0.    0.    0.005 0.   
3  6  7  5  1  2  8  0  9, 0.    -0.001  0.     0.   
3  6  7  5  0  2  8  1  9,0.    0.005 0.    0.   
3  0  7  5  6  2  8  1  9,0.       0.       0.       0.009995
3  7  0  5  6  2  8  1  9, 0.005       0.         -0.00099505  0.        
3  7  2  5  6  0  8  1  9,-0.001  0.     0.     0.   
3  7  2  5  6  9  8  1  0, 0.     0.    -0.001  0.   
3  7  2  5  6  9  8  0  1,0.    0.    0.005 0.   
3  7  2  5  6  9  0  8  1, 0.    -0.001  0.     0.   
3  7  2  0  6  9  5  8  1, 0.    -0.001  0.     0.   
0  7  2  3  6  9  5  8  1,0.       0.       0.       0.009995
7  0  2  3  6  9  5  8  1,-0.00199405  0.         -0.00099505  0.009995  
7  6  2  3  0  9  5  8  1,0.       0.009995 0.       0.      
7  2  0  3  6  9  5  8  1,-0.001       0.         -0.00099505  0.        
7  2  9  3  6  0  5  8  1,0.    0.    0.005 0.   
7  2  9  3  0  6  5  8  1,0.         0.         0.01499984 0.        
7  2  9  0  3  6  5  8  1, 0.0299251   0.005       0.         -0.00198416
7  2  9  5  3  6  0  8  1, 0.         -0.00491596  0.         -0.00199405
7  2  9  5  3  6  8  0  1,0.    0.    0.005 0.005
0  2  9  7  3  6  5  8  1,-0.0009901  0.         0.         0.       
7  2  9  5  3  6  8  1  0, 0.    -0.001  0.     0.   
7  2  9  5  3  0  8  1  6,0.    0.    0.005 0.   
7  2  9  5  0  3  8  1  6,0.    0.    0.005 0.   
7  2  9  0  5  3  8  1  6,0.       0.009995 0.       0.      
0  2  9  7  5  3  8  1  6,-0.00099505  0.          0.         -0.001     
2  0  9  7  5  3  8  1  6,-0.001  0.     0.     0.   
2  5  9  7  0  3  8  1  6, 0.     0.     0.    -0.001
2  5  9  7  3  0  8  1  6,0.01498501 0.         0.         0.        
2  5  9  7  3  6  8  1  0, 0.         -0.00198416 -0.00687543  0.        
2  5  9  7  3  6  8  0  1, 0.        -0.001      0.009995   0.0299251
2  5  9  7  0  6  8  3  1, 0.005  0.    -0.001 -0.001
2  5  9  7  6  0  8  3  1,0.       0.009995 0.005    0.      
2  5  0  7  6  9  8  3  1,-0.00198416  0.          0.          0.        
2  5  9  0  7  6  8  3  1,0.    0.    0.    0.005
2  5  9  7  3  6  0  8  1, 0.          0.005       0.         -0.00097037
2  5  9  0  3  6  7  8  1, 0.    -0.001  0.    -0.001
0  5  9  2  3  6  7  8  1,0.005 0.    0.    0.   
2  5  9  3  0  6  7  8  1, 0.     0.     0.    -0.001
2  5  9  3  6  0  7  8  1,0.    0.005 0.    0.   
2  5  0  3  6  9  7  8  1, 0.     0.    -0.001  0.   
2  0  5  3  6  9  7  8  1,-0.001  0.     0.     0.   
2  6  5  3  0  9  7  8  1,-0.00396434  0.          0.03986028 -0.001     
2  6  5  3  8  9  7  0  1, 0.          0.01998486 -0.001       0.        
2  6  5  3  9  0  7  8  1,0.    0.    0.005 0.   
2  6  5  3  8  9  0  7  1,0.         0.         0.         0.00500495
2  6  5  0  3  9  7  8  1,-0.00783401 -0.00687543  0.         -0.00684099
0  6  5  2  3  9  7  8  1,0.03489517 0.         0.         0.        
2  6  5  7  3  9  0  8  1, 0.          0.03489517  0.         -0.001     
2  6  5  7  3  9  8  0  1,0. 0. 0. 0.
9  1  8  5  2  0  3  7  4,0.    0.005 0.    0.   
9  1  8  5  2  4  3  7  0, 0.    -0.001  0.     0.   
9  1  0  5  2  8  3  7  4, 0.     0.    -0.001  0.   
9  0  1  5  2  8  3  7  4,0.005 0.    0.    0.   
9  2  1  5  0  8  3  7  4,0.    0.    0.    0.005
9  2  1  5  8  0  3  7  4,0.005 0.    0.    0.   
9  2  1  5  8  4  3  7  0, 0.     0.    -0.001  0.   
9  2  1  5  8  4  3  0  7,0.    0.005 0.    0.   
9  2  1  5  0  4  3  8  7, 0.    -0.001  0.     0.   
9  0  1  5  2  4  3  8  7,0.       0.       0.009995 0.      
0  9  1  5  2  4  3  8  7,-0.001       0.          0.         -0.00099505
5  9  1  0  2  4  3  8  7, 0.     0.     0.    -0.001
5  9  1  2  0  4  3  8  7,0.    0.    0.    0.005
5  9  1  2  4  0  3  8  7, 0.    -0.001  0.     0.   
5  9  0  2  4  1  3  8  7,0.    0.    0.005 0.   
5  0  9  2  4  1  3  8  7,-0.001  0.     0.005  0.   
5  4  9  2  0  1  3  8  7,-0.001  0.005  0.     0.   
5  4  9  2  8  1  3  0  7,0.       0.005    0.       0.009995
5  4  9  2  8  1  3  7  0, 0.         -0.001      -0.00198416  0.        
5  4  9  2  8  0  3  7  1,0.005 0.    0.    0.   
0  5  9  2  4  1  3  8  7,0.005 0.    0.    0.   
2  5  9  0  4  1  3  8  7,0.    0.    0.    0.005
2  5  9  4  0  1  3  8  7,0.    0.    0.    0.005
2  5  9  4  1  0  3  8  7,0.         0.01498501 0.         0.        
2  5  0  4  1  9  3  8  7,-0.00198416  0.         -0.00383665  0.        
2  0  5  4  1  9  3  8  7,0.07930384 0.         0.005      0.01498501
2  1  5  4  0  9  3  8  7,-0.01529262 -0.01521457 -0.01438071 -0.01529259
2  1  5  4  9  0  3  8  7,-0.00199403  0.005       0.07928986  0.        
2  1  5  4  8  9  3  0  7,0.         0.07928692 0.         0.005     
2  1  5  0  4  9  3  8  7,0.005      0.         0.         0.07436376
2  1  5  4  8  9  3  7  0, 0.          0.         -0.00098024  0.        
2  1  5  4  9  7  3  8  0, 0.          0.0100689  -0.00298216  0.        
2  1  5  4  9  7  3  0  8,0.         0.         0.         0.01498501
0  2  5  4  1  9  3  8  7,-0.001       0.          0.         -0.00095076
4  2  5  0  1  9  3  8  7,0.    0.005 0.    0.   
2  1  5  3  4  9  0  8  7, 0.         -0.00094588  0.          0.        
2  1  0  4  9  5  3  8  7,-0.00094099  0.         -0.001       0.        
2  0  1  4  9  5  3  8  7,0.         0.         0.01498501 0.005     
0  2  1  4  9  5  3  8  7,-0.001       0.          0.         -0.00296734
4  2  1  0  9  5  3  8  7,0.005 0.005 0.    0.   
4  2  1  3  9  5  0  8  7, 0.         -0.00099505  0.          0.        
6  5  3  7  4  2  9  8  0, 0.     0.    -0.001  0.   
6  5  3  7  4  2  9  0  8,0.         0.         0.02497982 0.        
6  5  3  7  4  2  0  9  8, 0.          0.02007356  0.         -0.00394459
6  5  3  0  4  2  7  9  8,-0.00296726  0.0596711   0.          0.005     
0  5  3  6  4  2  7  9  8,-0.01061084  0.          0.         -0.01068926
5  0  3  6  4  2  7  9  8,-0.001      0.         0.0497756  0.       
5  4  3  6  0  2  7  9  8,-0.001  0.     0.005  0.   
5  4  3  6  9  2  7  0  8,0.    0.005 0.    0.   
5  4  3  0  6  2  7  9  8,0.    0.005 0.    0.   
0  4  3  5  6  2  7  9  8,0.       0.       0.       0.009995
4  0  3  5  6  2  7  9  8,-0.001       0.         -0.00099505  0.        
4  6  3  5  0  2  7  9  8,0.       0.       0.005    0.009995
4  6  3  5  2  0  7  9  8,-0.001       0.         -0.00099505  0.        
4  6  3  5  2  8  7  9  0,0.       0.       0.009995 0.      
4  6  3  5  2  8  7  0  9, 0.         -0.00199405 -0.001      -0.00099505
4  6  3  5  0  8  7  2  9,0.005 0.005 0.005 0.   
4  0  3  5  6  8  7  2  9,-0.00099505  0.          0.          0.        
4  6  3  5  2  8  0  7  9, 0.    -0.001  0.     0.005
4  6  3  0  2  8  5  7  9, 0.005  0.     0.    -0.001
4  6  3  2  0  8  5  7  9,0.    0.    0.005 0.   
4  6  3  0  5  8  7  2  9,0.         0.01498501 0.         0.        
0  6  3  4  5  8  7  2  9,-0.00198416  0.          0.         -0.00494061
6  0  3  4  5  8  7  2  9,-0.001       0.          0.01997002  0.        
6  5  3  4  0  8  7  2  9, 0.     0.    -0.001  0.   
6  5  3  0  4  8  7  2  9,-0.001  0.     0.     0.   
6  5  3  7  4  8  0  2  9, 0.     0.     0.    -0.001
6  5  3  7  4  8  2  0  9, 0.         -0.00199405  0.         -0.001     
6  5  3  7  0  8  2  4  9, 0.005  0.    -0.001  0.   
6  5  3  7  4  8  2  9  0,0.    0.    0.005 0.   
6  5  3  0  7  8  2  4  9,0.    0.005 0.    0.   
0  5  3  6  7  8  2  4  9, 0.     0.     0.    -0.001
5  0  3  6  7  8  2  4  9,-0.001  0.     0.    -0.001
5  3  0  6  7  8  2  4  9,0.    0.    0.005 0.   
5  7  3  6  0  8  2  4  9,0.    0.    0.005 0.   
5  7  3  0  6  8  2  4  9,0.005 0.    0.    0.   
5  7  3  2  6  8  0  4  9,0.    0.    0.    0.005
5  7  3  2  6  8  4  0  9, 0.    -0.001  0.     0.   
